147,14768,yunlongqu/,华润橡树湾,3室1厅1厨1卫,中楼层 (共24层),99.54㎡,平层,板楼,南,毛坯,有
88.8,6993,yunlongqu/,子房美景花園,3室2厅1厨2卫,低楼层 (共18层),126.99㎡,平层,板楼,南,简装,有
98,8623,yunlongqu/,民怡园,3室2厅1厨1卫,中楼层 (共7层),113.65㎡,平层,板塔结合,南,简装,暂无数据
155,12229,yunlongqu/,金洋紫金东郡,3室1厅1厨2卫,高楼层 (共9层),126.75㎡,平层,板塔结合,南,其他,暂无数据
76,6952,yunlongqu/,子房美景花園,2室2厅1厨1卫,中楼层 (共18层),109.33㎡,平层,板楼,南 北,简装,无
195,16175,yunlongqu/,华润橡树湾,3室2厅1厨2卫,高楼层 (共24层),120.56㎡,平层,板楼,南,毛坯,有
71,5647,yunlongqu/,子房美景花園,3室2厅1厨1卫,高楼层 (共6层),125.75㎡,复式,板楼,南,精装,无
115,12889,yunlongqu/,万科尚都会,3室2厅1厨1卫,中楼层 (共34层),89.23㎡,平层,板塔结合,南 北,精装,有
159,13361,yunlongqu/,金洋紫金东郡,3室2厅1厨2卫,中楼层 (共10层),119.01㎡,平层,板塔结合,南,简装,暂无数据
186,13746,yunlongqu/,和平壹号二期,3室2厅1厨2卫,中楼层 (共17层),135.32㎡,平层,板楼,南 北,其他,暂无数据
78,9464,yunlongqu/,引洪路6号院,3室1厅1厨1卫,中楼层 (共6层),82.42㎡,平层,板塔结合,南,简装,暂无数据
170,11698,yunlongqu/,世茂东都天城,4室2厅1厨2卫,低楼层 (共22层),145.33㎡,平层,板塔结合,南 北,简装,有
115,10555,yunlongqu/,美的工润明湖,3室2厅1厨1卫,高楼层 (共22层),108.96㎡,平层,板塔结合,南,简装,有
128,12252,yunlongqu/,协鑫和平上东,3室2厅1厨1卫,中楼层 (共26层),104.48㎡,平层,板塔结合,南,毛坯,有
72,7731,yunlongqu/,建银共建路小区,2室2厅1厨1卫,高楼层 (共7层),93.14㎡,平层,暂无数据,南,其他,暂无数据
109,11127,yunlongqu/,绿地世纪城一期,2室2厅1厨1卫,高楼层 (共14层),97.96㎡,平层,板楼,南,精装,有
69,8480,yunlongqu/,民富园小区(云龙区),3室1厅1厨1卫,中楼层 (共7层),81.37㎡,平层,板塔结合,南,精装,无
77,8062,yunlongqu/,民富园小区(云龙区),3室1厅1厨1卫,中楼层 (共7层),95.52㎡,平层,板塔结合,南,简装,无
110,12345,yunlongqu/,万科尚都会,3室2厅1厨1卫,中楼层 (共34层),89.11㎡,平层,板塔结合,南,简装,有
122,12725,yunlongqu/,和平壹号三期,3室2厅1厨1卫,中楼层 (共24层),95.88㎡,平层,板塔结合,南,毛坯,有
60,8642,yunlongqu/,粮油运输公司宿舍,2室2厅1厨1卫,低楼层 (共4层),69.43㎡,平层,暂无数据,南,简装,暂无数据
175,14297,yunlongqu/,开甲尚仕名邸北区,3室2厅1厨2卫,低楼层 (共18层),122.41㎡,平层,板塔结合,南 北,精装,有
125,13098,yunlongqu/,荣盛香榭兰庭,3室1厅1厨1卫,中楼层 (共16层),95.44㎡,平层,板塔结合,南,精装,有
182,13288,yunlongqu/,世茂天域华府,3室2厅1厨2卫,中楼层 (共11层),136.97㎡,平层,板塔结合,南,精装,有
120,10255,yunlongqu/,绿地世纪城一期,3室2厅1厨1卫,中楼层 (共6层),117.02㎡,平层,板楼,南,精装,无
115,11915,yunlongqu/,绿地世纪城二期,3室2厅1厨1卫,高楼层 (共14层),96.52㎡,复式,板塔结合,南 北,精装,有
178,15322,yunlongqu/,万科美的璞悦山,3室2厅1厨1卫,中楼层 (共9层),116.18㎡,平层,板楼,南,其他,有
115,13345,yunlongqu/,万科尚都会,3室1厅1厨1卫,中楼层 (共18层),86.18㎡,平层,板塔结合,南,精装,暂无数据
120,13488,yunlongqu/,荣盛香榭兰庭,3室2厅1厨1卫,中楼层 (共16层),88.97㎡,暂无数据,板塔结合,南,精装,有
205,16440,yunlongqu/,红星·云龙金茂悦,3室2厅1厨2卫,中楼层 (共18层),124.7㎡,暂无数据,板塔结合,南,精装,有
259,15579,yunlongqu/,世茂东都汉之源翡翠谷,4室2厅1厨2卫,中楼层 (共4层),166.26㎡,暂无数据,板塔结合,南,精装,暂无数据
33,5914,yunlongqu/,云龙小区B区,2室1厅1厨1卫,高楼层 (共6层),55.8㎡,暂无数据,板楼,南 北,简装,暂无数据
26,4450,yunlongqu/,津浦东街15号,2室1厅1厨1卫,高楼层 (共5层),58.43㎡,暂无数据,暂无数据,南 北,简装,暂无数据
141,14166,yunlongqu/,华润橡树湾,3室1厅1厨1卫,中楼层 (共24层),99.54㎡,暂无数据,板楼,南,毛坯,有
15,5763,yunlongqu/,民主南路,1室1厅1厨1卫,低楼层 (共7层),26.03㎡,暂无数据,暂无数据,南,精装,暂无数据
62,10083,yunlongqu/,建国小区,3室0厅1厨1卫,低楼层 (共6层),61.49㎡,暂无数据,板塔结合,南 北,其他,无
132,16189,yunlongqu/,南郊中茵城,2室1厅1厨1卫,中楼层 (共26层),81.54㎡,暂无数据,板塔结合,南,精装,有
153,12891,yunlongqu/,华润万象府,3室2厅1厨1卫,中楼层 (共18层),118.69㎡,暂无数据,板塔结合,南,简装,暂无数据
35,6137,yunlongqu/,铜山路73号,2室1厅1厨1卫,中楼层 (共7层),57.04㎡,暂无数据,暂无数据,南,简装,暂无数据
238,17729,yunlongqu/,万科翡翠之光,4室2厅1厨2卫,中楼层 (共27层),134.25㎡,暂无数据,板楼,南,精装,有
112,11870,yunlongqu/,荣盛香榭兰庭,3室2厅1厨1卫,中楼层 (共33层),94.36㎡,暂无数据,板塔结合,南,毛坯,有
170,16443,yunlongqu/,万科美的璞悦山,3室2厅1厨1卫,低楼层 (共11层),103.39㎡,暂无数据,板楼,南,精装,有
123,12138,yunlongqu/,地铁时尚生活广场,3室2厅1厨1卫,中楼层 (共27层),101.34㎡,暂无数据,板楼,南,毛坯,有
77,8721,yunlongqu/,世茂东都天观,2室1厅1厨1卫,中楼层 (共21层),88.3㎡,暂无数据,板楼,东 东南,毛坯,有
32,8584,yunlongqu/,津浦花园,2室1厅1厨1卫,低楼层 (共6层),37.28㎡,暂无数据,板楼,南,简装,无
64,9926,yunlongqu/,津东雅苑,2室1厅1厨1卫,低楼层 (共6层),64.48㎡,暂无数据,板塔结合,南,简装,无
36.5,6363,yunlongqu/,万达广场,1室1厅1厨1卫,中楼层 (共19层),57.37㎡,暂无数据,板塔结合,南,精装,有
97,8982,yunlongqu/,民怡园,3室2厅1厨1卫,中楼层 (共7层),108㎡,平层,板塔结合,南,精装,暂无数据
17,4951,yunlongqu/,黄山垅小区,1室1厅1厨1卫,中楼层 (共7层),34.34㎡,暂无数据,板楼,南,其他,暂无数据
75,6832,yunlongqu/,子房美景花園,2室1厅1厨1卫,高楼层 (共18层),109.78㎡,暂无数据,板楼,南,简装,有
45,7641,yunlongqu/,建国小区,2室1厅1厨1卫,低楼层 (共6层),58.9㎡,暂无数据,板塔结合,南,其他,无
90,10865,yunlongqu/,绿地世纪城一期,2室2厅1厨1卫,低楼层 (共6层),82.84㎡,暂无数据,板楼,南 北,简装,无
210,19519,yunlongqu/,万科翡翠之光,3室2厅1厨2卫,高楼层 (共27层),107.59㎡,暂无数据,板楼,南,精装,有
185,15919,yunlongqu/,和平壹号一期,3室2厅1厨1卫,高楼层 (共18层),116.22㎡,平层,板楼,南 北,精装,暂无数据
52,9742,yunlongqu/,解放里小区,2室1厅1厨1卫,中楼层 (共6层),53.38㎡,平层,板楼,南,其他,暂无数据
40,7088,yunlongqu/,广山西路小区,2室1厅1厨1卫,中楼层 (共5层),56.44㎡,平层,暂无数据,南 北,简装,暂无数据
38,7336,yunlongqu/,亚东小区,2室1厅1厨1卫,高楼层 (共6层),51.8㎡,暂无数据,暂无数据,南,其他,暂无数据
47,7084,yunlongqu/,万达广场,1室1厅1厨1卫,低楼层 (共19层),66.35㎡,暂无数据,板塔结合,东北,其他,有
88,6779,yunlongqu/,黄山垄A区,3室2厅1厨1卫,高楼层 (共7层),129.82㎡,平层,板塔结合,南,简装,无
118,7654,yunlongqu/,大汉富邦,3室1厅1厨2卫,中楼层 (共19层),154.17㎡,跃层,板塔结合,南,精装,有
590,27611,yunlongqu/,玺悦龙城,4室2厅1厨4卫,低楼层 (共20层),213.69㎡,平层,板塔结合,南 北,精装,有
115,9402,yunlongqu/,绿地世纪城一期,3室2厅1厨2卫,高楼层 (共6层),122.32㎡,暂无数据,板楼,南,精装,暂无数据
56,5711,yunlongqu/,圆梦花园,3室2厅1厨1卫,高楼层 (共7层),98.06㎡,平层,板楼,南,简装,暂无数据
480,18534,yunlongqu/,和平上东四期,4室2厅1厨2卫,低楼层 (共6层),258.99㎡,复式,板塔结合,南,其他,无
378,19254,yunlongqu/,香溪左岸北区,4室2厅1厨1卫,高楼层 (共4层),196.33㎡,复式,板塔结合,南 北,精装,有
190,18876,yunlongqu/,金洋紫金东郡,3室2厅1厨1卫,高楼层 (共17层),100.66㎡,平层,板塔结合,南,精装,有
181,14392,yunlongqu/,万科尚都会,3室2厅1厨2卫,高楼层 (共34层),125.77㎡,平层,板塔结合,南,精装,暂无数据
510,26040,yunlongqu/,玺悦龙城,4室1厅1厨4卫,低楼层 (共20层),195.86㎡,平层,板塔结合,南,精装,有
168,15890,yunlongqu/,和平上东臻园,3室2厅1厨1卫,中楼层 (共21层),105.73㎡,平层,板楼,东,精装,有
100,10803,yunlongqu/,绿地世纪城五期,2室1厅1厨1卫,中楼层 (共14层),92.57㎡,暂无数据,板楼,南,精装,有
150,14802,yunlongqu/,地铁时尚生活广场,3室2厅1厨1卫,高楼层 (共27层),101.34㎡,平层,板楼,南 北,毛坯,有
145,15374,yunlongqu/,协鑫和平上东,3室2厅1厨1卫,中楼层 (共18层),94.32㎡,平层,板塔结合,南,其他,有
118,12228,yunlongqu/,美的工润明湖,3室2厅1厨1卫,高楼层 (共21层),96.5㎡,平层,板楼,南,毛坯,有
61,7062,yunlongqu/,天能小区,3室2厅1厨1卫,高楼层 (共7层),86.39㎡,平层,板楼,南,其他,暂无数据
162,14558,yunlongqu/,美的工润明湖,3室2厅1厨1卫,高楼层 (共9层),111.28㎡,暂无数据,暂无数据,南 北,简装,有
121,9016,yunlongqu/,贵邦俊园东区,3室2厅1厨2卫,高楼层 (共6层),134.21㎡,平层,板塔结合,南,精装,无
168,16878,yunlongqu/,华润橡树湾,3室2厅1厨1卫,中楼层 (共24层),99.54㎡,平层,板楼,南,精装,有
148,13078,yunlongqu/,绿地世纪城三期,3室2厅1厨1卫,低楼层 (共15层),113.17㎡,平层,板塔结合,南 北,其他,有
143,13638,yunlongqu/,协鑫和平上东,3室2厅1厨1卫,高楼层 (共26层),104.86㎡,平层,板塔结合,南 北,精装,有
41,8656,yunlongqu/,苏园里小区,2室0厅1厨1卫,中楼层 (共7层),47.37㎡,平层,板楼,西 东,其他,无
153,12339,yunlongqu/,玉棠苑,3室2厅1厨2卫,高楼层 (共18层),124㎡,平层,板楼,南 北,毛坯,有
132,13628,yunlongqu/,华润橡树湾,3室2厅1厨1卫,低楼层 (共24层),96.86㎡,平层,板楼,南,毛坯,有
175,14941,yunlongqu/,华润橡树湾,3室2厅1厨2卫,中楼层 (共22层),117.13㎡,平层,板楼,南,毛坯,有
120,12291,yunlongqu/,和平上东四期,3室2厅1厨1卫,高楼层 (共26层),97.64㎡,平层,板塔结合,南 北,毛坯,有
160,11951,yunlongqu/,云龙华府二期,3室2厅1厨2卫,高楼层 (共21层),133.89㎡,平层,板塔结合,南,毛坯,有
138,13941,yunlongqu/,华润橡树湾,3室2厅1厨1卫,高楼层 (共24层),98.99㎡,平层,板楼,南 北,简装,有
134,13539,yunlongqu/,华润橡树湾,3室2厅1厨1卫,高楼层 (共24层),98.98㎡,平层,板楼,南,毛坯,有
110,12385,yunlongqu/,万科尚都会,3室2厅1厨1卫,中楼层 (共34层),88.82㎡,平层,板塔结合,南,精装,有
155,17294,yunlongqu/,万科翡翠之光,3室2厅1厨1卫,高楼层 (共26层),89.63㎡,平层,板楼,南,精装,有
109,10640,yunlongqu/,荣盛香榭兰庭,3室2厅1厨1卫,高楼层 (共25层),102.45㎡,平层,塔楼,南,精装,有
155,12307,yunlongqu/,和平壹号三期,3室2厅1厨2卫,低楼层 (共24层),125.95㎡,平层,板塔结合,南,毛坯,有
229,18569,yunlongqu/,万科翡翠之光,3室2厅1厨2卫,中楼层 (共27层),123.33㎡,平层,板楼,南,精装,有
115,12854,yunlongqu/,永嘉金色雅筑A区,3室2厅1厨1卫,中楼层 (共14层),89.47㎡,平层,板楼,南,精装,有
125,12650,yunlongqu/,和平上东四期,3室2厅1厨1卫,中楼层 (共26层),98.82㎡,平层,板楼,南,毛坯,有
156,17507,yunlongqu/,万科翡翠之光,3室2厅1厨1卫,中楼层 (共27层),89.11㎡,平层,板楼,南,精装,有
155,16003,yunlongqu/,华润橡树湾,3室2厅1厨1卫,中楼层 (共24层),96.86㎡,平层,板楼,南,毛坯,有
135,12279,yunlongqu/,云龙华府二期,3室1厅1厨1卫,低楼层 (共21层),109.95㎡,平层,板塔结合,南,精装,有
25,5060,yunlongqu/,润金城一期,1室1厅1厨1卫,低楼层 (共15层),49.41㎡,平层,板楼,南 北,毛坯,有
172,13454,yunlongqu/,璟悦,3室2厅1厨2卫,高楼层 (共26层),127.85㎡,平层,板楼,南 北,精装,有
25,3915,yunlongqu/,袁桥小区,2室2厅1厨1卫,高楼层 (共7层),63.87㎡,平层,板塔结合,南,其他,暂无数据
130,12131,yunlongqu/,和平上东四期,3室1厅1厨1卫,中楼层 (共26层),107.17㎡,平层,板塔结合,南,毛坯,有
159,15831,yunlongqu/,万科美的璞悦山,3室2厅1厨1卫,低楼层 (共10层),100.44㎡,平层,板楼,南 北,精装,有
178,13501,yunlongqu/,和平壹号二期,3室2厅1厨2卫,高楼层 (共18层),131.85㎡,平层,板楼,南,毛坯,有
115,12558,yunlongqu/,金洋紫金东郡,3室2厅1厨1卫,低楼层 (共18层),91.58㎡,平层,板塔结合,南 北,其他,有
160,12904,yunlongqu/,和平壹号三期,3室1厅1厨2卫,中楼层 (共23层),124㎡,平层,板塔结合,南,毛坯,有
65,11568,yunlongqu/,绿地世纪城五期,1室1厅1厨1卫,低楼层 (共18层),56.19㎡,平层,板楼,南,精装,有
63,11338,yunlongqu/,绿地世纪城五期,1室1厅1厨1卫,高楼层 (共18层),55.57㎡,平层,板塔结合,南,其他,有
58,9354,yunlongqu/,电影公司宿舍,2室1厅1厨1卫,低楼层 (共6层),62.01㎡,平层,暂无数据,南,其他,暂无数据
37,4836,yunlongqu/,绿地世纪城七期,2室1厅1厨1卫,高楼层 (共19层),76.52㎡,暂无数据,板塔结合,南,精装,有
199,14742,yunlongqu/,世茂天域华府,3室2厅1厨2卫,高楼层 (共24层),134.99㎡,平层,暂无数据,南,精装,暂无数据
130,10147,yunlongqu/,東方美地西区,3室1厅1厨2卫,中楼层 (共6层),128.12㎡,平层,板塔结合,南,简装,无
64,9986,yunlongqu/,世茂东都天观,1室1厅1厨1卫,中楼层 (共21层),64.09㎡,平层,塔楼,南,其他,有
130,11403,yunlongqu/,绿地世纪城四期,3室2厅1厨1卫,中楼层 (共15层),114.01㎡,平层,板塔结合,南,精装,有
150,16582,yunlongqu/,万科翡翠之光,3室2厅1厨1卫,高楼层 (共19层),90.46㎡,平层,板楼,南,精装,有
140,14773,yunlongqu/,华润橡树湾,3室1厅1厨1卫,高楼层 (共24层),94.77㎡,平层,板楼,南,精装,有
65,10069,yunlongqu/,世茂东都天观,1室1厅1厨1卫,高楼层 (共21层),64.56㎡,暂无数据,塔楼,南,简装,有
200,16039,yunlongqu/,红星·云龙金茂悦,3室2厅1厨2卫,中楼层 (共18层),124.7㎡,平层,板塔结合,南,精装,有
78,11585,yunlongqu/,尚景园南区,2室1厅1厨1卫,低楼层 (共6层),67.33㎡,平层,板塔结合,南,其他,暂无数据
130,15219,yunlongqu/,华润橡树湾,2室2厅1厨1卫,低楼层 (共24层),85.42㎡,平层,板楼,南,精装,有
139,13884,yunlongqu/,世茂天域华府,3室2厅1厨1卫,高楼层 (共21层),100.12㎡,平层,暂无数据,南,精装,暂无数据
153,17071,yunlongqu/,万科翡翠之光,3室2厅1厨1卫,高楼层 (共26层),89.63㎡,暂无数据,板楼,南 北,精装,有
147,14850,yunlongqu/,华润橡树湾,3室2厅1厨1卫,低楼层 (共24层),98.99㎡,暂无数据,板楼,南,毛坯,有
40,9108,yunlongqu/,民健小区,2室1厅1厨1卫,低楼层 (共7层),43.92㎡,平层,板楼,南,毛坯,暂无数据
107,12972,yunlongqu/,云龙华府二期,2室2厅1厨1卫,低楼层 (共21层),82.49㎡,暂无数据,板塔结合,南 北,简装,有
139,8241,yunlongqu/,东方美地南区,4室2厅1厨1卫,高楼层 (共6层),168.68㎡,复式,板塔结合,南,其他,暂无数据
150,10345,yunlongqu/,东方明珠,5室2厅1厨1卫,高楼层 (共6层),145㎡,复式,板塔结合,南,其他,无
126,7940,yunlongqu/,骆驼山康馨园A区,4室2厅1厨2卫,高楼层 (共6层),158.71㎡,复式,板塔结合,南 北,其他,暂无数据
112,12485,yunlongqu/,山水康桥,3室1厅1厨1卫,中楼层 (共11层),89.71㎡,平层,板塔结合,南 北,精装,有
97,10150,yunlongqu/,民怡园,3室2厅1厨1卫,高楼层 (共6层),95.57㎡,平层,板塔结合,南,其他,暂无数据
90,8703,yunlongqu/,民富园小区(云龙区),3室2厅1厨1卫,中楼层 (共7层),103.42㎡,平层,板塔结合,南,其他,暂无数据
65,5432,yunlongqu/,民怡园,2室1厅1厨1卫,高楼层 (共7层),119.68㎡,复式,板塔结合,南,简装,无
188,13906,yunlongqu/,世茂东都天观,3室2厅1厨2卫,高楼层 (共24层),135.2㎡,平层,塔楼,南,精装,有
199,13093,yunlongqu/,好来花园,4室2厅1厨2卫,高楼层 (共6层),152㎡,错层,塔楼,南,其他,无
97,8558,yunlongqu/,東方美地东区,3室2厅1厨1卫,高楼层 (共6层),113.35㎡,复式,板塔结合,南,精装,无
150,15541,yunlongqu/,美的工润明湖,3室2厅1厨1卫,中楼层 (共21层),96.52㎡,暂无数据,暂无数据,南,毛坯,有
230,16502,yunlongqu/,万科尚都会,4室2厅1厨2卫,低楼层 (共34层),139.38㎡,平层,板塔结合,南,其他,暂无数据
216,15094,yunlongqu/,万科尚都会,4室2厅1厨2卫,低楼层 (共34层),143.11㎡,平层,板塔结合,南 北,精装,无
215,15024,yunlongqu/,万科尚都会,4室1厅1厨2卫,高楼层 (共34层),143.11㎡,平层,板塔结合,南,精装,无
155,12327,yunlongqu/,万科尚都会,3室2厅1厨2卫,高楼层 (共34层),125.75㎡,平层,板塔结合,南 北,其他,有
335,19941,yunlongqu/,润金城二期,4室2厅1厨2卫,中楼层 (共18层),168㎡,平层,板塔结合,南,其他,有
145,15849,yunlongqu/,金洋紫金东郡,3室1厅1厨1卫,低楼层 (共18层),91.49㎡,平层,板塔结合,东,其他,有
85,7654,yunlongqu/,康馨园C区,4室1厅1厨1卫,高楼层 (共6层),111.06㎡,复式,板塔结合,南,其他,暂无数据
229,14779,yunlongqu/,世茂东都汉之源翡翠谷,4室2厅1厨2卫,低楼层 (共24层),154.96㎡,平层,板塔结合,南,其他,有
158,21833,yunlongqu/,荣盛香榭兰庭,3室2厅1厨2卫,高楼层 (共33层),72.37㎡,复式,板塔结合,南,其他,有
48,8026,yunlongqu/,民富园小区(云龙区),2室1厅1厨1卫,中楼层 (共7层),59.81㎡,平层,板塔结合,南,简装,暂无数据
85,8876,yunlongqu/,民怡园,3室2厅1厨1卫,中楼层 (共7层),95.77㎡,平层,板塔结合,南,简装,无
163,13863,yunlongqu/,和平壹号四期,3室2厅1厨2卫,低楼层 (共23层),117.58㎡,平层,平房,南,简装,有
233,14005,yunlongqu/,地铁时尚生活广场,4室2厅1厨2卫,低楼层 (共11层),166.37㎡,平层,板楼,南,其他,有
278,18236,yunlongqu/,云龙华府二期,3室1厅1厨2卫,中楼层 (共21层),152.45㎡,平层,板塔结合,南,毛坯,有
160,16074,yunlongqu/,华润橡树湾,3室1厅1厨1卫,中楼层 (共24层),99.54㎡,平层,板楼,南,毛坯,有
260,18569,yunlongqu/,华润橡树湾,4室2厅1厨2卫,高楼层 (共24层),140.02㎡,平层,板楼,南,毛坯,有
128,13443,yunlongqu/,世茂东都天城,2室2厅1厨1卫,高楼层 (共18层),95.22㎡,平层,板塔结合,南,精装,有
135,14499,yunlongqu/,荣盛香榭兰庭,3室1厅1厨1卫,中楼层 (共34层),93.11㎡,平层,板塔结合,南,其他,有
152,13979,yunlongqu/,美的工润明湖,3室2厅1厨1卫,高楼层 (共22层),108.74㎡,平层,暂无数据,南,精装,有
170,12662,yunlongqu/,世茂东都汉之源翡翠谷,3室2厅1厨1卫,低楼层 (共24层),134.26㎡,平层,板塔结合,南,简装,有
107,12846,yunlongqu/,和平上东四期,2室1厅1厨1卫,中楼层 (共26层),83.3㎡,平层,板塔结合,南,简装,有
85,6135,yunlongqu/,民富园小区(云龙区),3室2厅1厨2卫,高楼层 (共7层),138.55㎡,平层,板塔结合,南 北,其他,无
100,12414,yunlongqu/,狮子山小区,2室2厅1厨1卫,中楼层 (共6层),80.56㎡,平层,板塔结合,南,其他,无
62,8509,yunlongqu/,黄山垄第二干休所,2室3厅1厨2卫,高楼层 (共5层),72.87㎡,平层,暂无数据,南,其他,无
71,12329,yunlongqu/,民富园小区(云龙区),2室1厅1厨1卫,低楼层 (共7层),57.59㎡,平层,板塔结合,东北,其他,无
152,12761,yunlongqu/,绿地世纪城一期,3室2厅1厨1卫,高楼层 (共10层),119.12㎡,平层,板楼,南 北,简装,暂无数据
230,16427,yunlongqu/,华润橡树湾,4室2厅1厨2卫,高楼层 (共24层),140.02㎡,平层,板楼,南,毛坯,有
82,8934,yunlongqu/,子房美景花園,2室2厅1厨1卫,高楼层 (共6层),91.79㎡,平层,板楼,南,其他,暂无数据
135,12769,yunlongqu/,和平上东臻园,3室1厅1厨1卫,低楼层 (共21层),105.73㎡,平层,板楼,南,精装,有
125,12476,yunlongqu/,荣盛香榭兰庭,3室2厅2厨1卫,高楼层 (共34层),100.2㎡,平层,板塔结合,南,其他,有
105,12651,yunlongqu/,荣盛香榭兰庭,2室2厅1厨1卫,高楼层 (共28层),83㎡,平层,板塔结合,南,其他,有
79,6284,yunlongqu/,民富园小区(云龙区),3室2厅1厨2卫,高楼层 (共6层),125.73㎡,复式,板塔结合,南,精装,无
98,8392,yunlongqu/,圆梦花园,3室2厅1厨1卫,中楼层 (共8层),116.78㎡,平层,板楼,南 北,其他,无
65,7603,yunlongqu/,民富园小区(云龙区),2室1厅1厨1卫,高楼层 (共6层),85.5㎡,平层,板塔结合,南,其他,无
420,29765,yunlongqu/,万科美的璞悦山,2室2厅1厨3卫,低楼层 (共3层),141.11㎡,复式,板楼,东南 南,其他,有
32.8,6651,yunlongqu/,润金城一期,1室1厅1厨1卫,高楼层 (共18层),49.32㎡,平层,板塔结合,南,其他,有
400,28697,yunlongqu/,万科美的璞悦山,4室2厅1厨2卫,高楼层 (共10层),139.39㎡,复式,板楼,北 南,简装,有
255,16963,yunlongqu/,绿地世纪城四期,4室2厅1厨2卫,中楼层 (共14层),150.33㎡,平层,板塔结合,南,精装,有
265,21621,yunlongqu/,绿城东方雅园,3室2厅1厨2卫,中楼层 (共8层),122.57㎡,平层,板楼,南,精装,有
86,8772,yunlongqu/,康馨园C区,3室2厅1厨1卫,高楼层 (共6层),98.04㎡,复式,板塔结合,南 北,精装,暂无数据
39.8,5671,yunlongqu/,铁刹小区,2室2厅1厨1卫,高楼层 (共7层),70.19㎡,平层,板塔结合,南,简装,无
170,16017,yunlongqu/,金洋紫金东郡,3室2厅1厨1卫,高楼层 (共16层),106.14㎡,平层,板塔结合,南,其他,有
55,9032,yunlongqu/,绿苑花园,2室1厅1厨1卫,中楼层 (共6层),60.9㎡,平层,板塔结合,南,精装,有
100,10845,yunlongqu/,瑞丰花园,3室2厅1厨1卫,中楼层 (共7层),92.21㎡,平层,板楼,东南 南,简装,无
316,21336,yunlongqu/,万科翡翠之光,4室2厅1厨2卫,低楼层 (共15层),148.11㎡,平层,板楼,南,精装,有
76,8300,yunlongqu/,圆梦花园,2室2厅1厨1卫,高楼层 (共7层),91.57㎡,平层,板楼,南 北,其他,无
103,11931,yunlongqu/,永嘉金色雅筑A区,2室1厅1厨1卫,高楼层 (共14层),86.33㎡,平层,板楼,南,其他,有
126,14611,yunlongqu/,金洋紫金东郡,2室1厅1厨1卫,中楼层 (共18层),86.24㎡,平层,板塔结合,南 北,精装,有
168,14906,yunlongqu/,提香湾,3室2厅1厨1卫,高楼层 (共18层),112.71㎡,平层,板楼,南,精装,有
79.9,7723,yunlongqu/,古槐园一期,3室2厅1厨1卫,中楼层 (共7层),103.47㎡,平层,板楼,南,简装,无
248,20127,yunlongqu/,绿城东方雅园,3室1厅1厨2卫,中楼层 (共8层),123.22㎡,平层,板楼,南 北,毛坯,有
185,14460,yunlongqu/,美的工润明湖,3室1厅1厨2卫,低楼层 (共21层),127.94㎡,平层,暂无数据,南 北,毛坯,有
260,20473,yunlongqu/,万科翡翠之光,3室2厅1厨2卫,低楼层 (共26层),127㎡,平层,板楼,南,精装,有
118,13525,yunlongqu/,尚景园南区,3室1厅1厨1卫,高楼层 (共33层),87.25㎡,平层,板塔结合,南,精装,有
